|dates|Hardy_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Hardy_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Hardy_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Hardy_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Hardy_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Hardy_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|25.0|0|0.0|0|0.0|0
0|2020-05-15|25.0|0|0.0|0|0.0|0
0|2020-05-16|25.0|0|0.0|0|0.0|0
