|dates|ContraCosta_California_UnitedStates.JHU_ConfirmedCases.data|ContraCosta_California_UnitedStates.JHU_ConfirmedCases.missing|ContraCosta_California_UnitedStates.JHU_ConfirmedDeaths.data|ContraCosta_California_UnitedStates.JHU_ConfirmedDeaths.missing|ContraCosta_California_UnitedStates.JHU_ConfirmedRecoveries.data|ContraCosta_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1375.0|0|37.0|0|0.0|0
0|2020-05-28|1375.0|0|37.0|0|0.0|0
0|2020-05-29|1375.0|0|37.0|0|0.0|0
0|2020-05-30|1375.0|0|37.0|0|0.0|0
