|dates|OutofNJ_NewJersey_UnitedStates.JHU_ConfirmedCases.data|OutofNJ_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|OutofNJ_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|OutofNJ_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|OutofNJ_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|OutofNJ_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|0.0|0|0.0|0|0.0|0
0|2020-05-25|0.0|0|0.0|0|0.0|0
0|2020-05-26|0.0|0|0.0|0|0.0|0
