|dates|Hart_Georgia_UnitedStates.JHU_ConfirmedCases.data|Hart_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Hart_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Hart_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Hart_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Hart_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|26.0|0|0.0|0|0.0|0
0|2020-05-28|26.0|0|0.0|0|0.0|0
0|2020-05-29|26.0|0|0.0|0|0.0|0
0|2020-05-30|26.0|0|0.0|0|0.0|0
