|dates|Hamblen_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Hamblen_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Hamblen_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Hamblen_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Hamblen_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Hamblen_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|26.0|0|2.0|0|0.0|0
0|2020-05-25|26.0|0|2.0|0|0.0|0
0|2020-05-26|26.0|0|2.0|0|0.0|0
