|dates|Stafford_Virginia_UnitedStates.JHU_ConfirmedCases.data|Stafford_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Stafford_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Stafford_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Stafford_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Stafford_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|657.0|0|4.0|0|0.0|0
0|2020-05-28|657.0|0|4.0|0|0.0|0
0|2020-05-29|657.0|0|4.0|0|0.0|0
0|2020-05-30|657.0|0|4.0|0|0.0|0
