|dates|Alcona_Michigan_UnitedStates.JHU_ConfirmedCases.data|Alcona_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Alcona_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Alcona_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Alcona_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Alcona_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|12.0|0|1.0|0|0.0|0
0|2020-05-28|12.0|0|1.0|0|0.0|0
0|2020-05-29|12.0|0|1.0|0|0.0|0
0|2020-05-30|12.0|0|1.0|0|0.0|0
