|dates|Washington_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Washington_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Washington_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|163.0|0|6.0|0|0.0|0
0|2020-05-28|163.0|0|6.0|0|0.0|0
0|2020-05-29|163.0|0|6.0|0|0.0|0
0|2020-05-30|163.0|0|6.0|0|0.0|0
