|dates|Sheboygan_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Sheboygan_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Sheboygan_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Sheboygan_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Sheboygan_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Sheboygan_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|83.0|0|3.0|0|0.0|0
0|2020-05-28|83.0|0|3.0|0|0.0|0
0|2020-05-29|83.0|0|3.0|0|0.0|0
0|2020-05-30|83.0|0|3.0|0|0.0|0
