|dates|Merced_California_UnitedStates.JHU_ConfirmedCases.data|Merced_California_UnitedStates.JHU_ConfirmedCases.missing|Merced_California_UnitedStates.JHU_ConfirmedDeaths.data|Merced_California_UnitedStates.JHU_ConfirmedDeaths.missing|Merced_California_UnitedStates.JHU_ConfirmedRecoveries.data|Merced_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|251.0|0|6.0|0|0.0|0
0|2020-05-25|261.0|0|6.0|0|0.0|0
0|2020-05-26|261.0|0|6.0|0|0.0|0
