|dates|White_Illinois_UnitedStates.JHU_ConfirmedCases.data|White_Illinois_UnitedStates.JHU_ConfirmedCases.missing|White_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|White_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|White_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|White_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2.0|0|0.0|0|0.0|0
0|2020-05-28|2.0|0|0.0|0|0.0|0
0|2020-05-29|2.0|0|0.0|0|0.0|0
0|2020-05-30|2.0|0|0.0|0|0.0|0
