|dates|FallsChurch_Virginia_UnitedStates.JHU_ConfirmedCases.data|FallsChurch_Virginia_UnitedStates.JHU_ConfirmedCases.missing|FallsChurch_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|FallsChurch_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|FallsChurch_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|FallsChurch_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|39.0|0|4.0|0|0.0|0
0|2020-05-15|40.0|0|4.0|0|0.0|0
0|2020-05-16|40.0|0|4.0|0|0.0|0
