|dates|Boone_Iowa_UnitedStates.JHU_ConfirmedCases.data|Boone_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Boone_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Boone_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Boone_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Boone_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|42.0|0|0.0|0|0.0|0
0|2020-05-18|42.0|0|0.0|0|0.0|0
0|2020-05-19|46.0|0|0.0|0|0.0|0
0|2020-05-20|49.0|0|0.0|0|0.0|0
0|2020-05-21|50.0|0|0.0|0|0.0|0
0|2020-05-22|52.0|0|0.0|0|0.0|0
0|2020-05-23|52.0|0|0.0|0|0.0|0
