|dates|Fairfield_Connecticut_UnitedStates.JHU_ConfirmedCases.data|Fairfield_Connecticut_UnitedStates.JHU_ConfirmedCases.missing|Fairfield_Connecticut_UnitedStates.JHU_ConfirmedDeaths.data|Fairfield_Connecticut_UnitedStates.JHU_ConfirmedDeaths.missing|Fairfield_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.data|Fairfield_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|14248.0|0|1146.0|0|0.0|0
0|2020-05-18|14439.0|0|1153.0|0|0.0|0
0|2020-05-19|14522.0|0|1160.0|0|0.0|0
0|2020-05-20|14719.0|0|1167.0|0|0.0|0
0|2020-05-21|14751.0|0|1180.0|0|0.0|0
0|2020-05-22|14889.0|0|1195.0|0|0.0|0
0|2020-05-23|14889.0|0|1195.0|0|0.0|0
