|dates|Haralson_Georgia_UnitedStates.JHU_ConfirmedCases.data|Haralson_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Haralson_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Haralson_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Haralson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Haralson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|36.0|0|2.0|0|0.0|0
0|2020-05-25|36.0|0|2.0|0|0.0|0
0|2020-05-26|36.0|0|2.0|0|0.0|0
