|dates|Spotsylvania_Virginia_UnitedStates.JHU_ConfirmedCases.data|Spotsylvania_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Spotsylvania_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Spotsylvania_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Spotsylvania_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Spotsylvania_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|401.0|0|5.0|0|0.0|0
0|2020-05-25|422.0|0|6.0|0|0.0|0
0|2020-05-26|422.0|0|6.0|0|0.0|0
