|dates|Ontario_NewYork_UnitedStates.JHU_ConfirmedCases.data|Ontario_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Ontario_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Ontario_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Ontario_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Ontario_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|146.0|0|9.0|0|0.0|0
0|2020-05-18|148.0|0|9.0|0|0.0|0
0|2020-05-19|152.0|0|9.0|0|0.0|0
0|2020-05-20|170.0|0|9.0|0|0.0|0
0|2020-05-21|176.0|0|9.0|0|0.0|0
0|2020-05-22|180.0|0|9.0|0|0.0|0
0|2020-05-23|180.0|0|9.0|0|0.0|0
