|dates|Lake_Michigan_UnitedStates.JHU_ConfirmedCases.data|Lake_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Lake_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Lake_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|5.0|0|0.0|0|0.0|0
0|2020-05-25|6.0|0|0.0|0|0.0|0
0|2020-05-26|6.0|0|0.0|0|0.0|0
