|dates|Nome_Alaska_UnitedStates.JHU_ConfirmedCases.data|Nome_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Nome_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Nome_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Nome_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Nome_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1.0|0|0.0|0|0.0|0
0|2020-05-18|1.0|0|0.0|0|0.0|0
0|2020-05-19|1.0|0|0.0|0|0.0|0
0|2020-05-20|1.0|0|0.0|0|0.0|0
0|2020-05-21|1.0|0|0.0|0|0.0|0
0|2020-05-22|2.0|0|0.0|0|0.0|0
0|2020-05-23|3.0|0|0.0|0|0.0|0
