|dates|Herkimer_NewYork_UnitedStates.JHU_ConfirmedCases.data|Herkimer_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Herkimer_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Herkimer_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Herkimer_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Herkimer_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|101.0|0|3.0|0|0.0|0
0|2020-05-25|103.0|0|3.0|0|0.0|0
0|2020-05-26|103.0|0|3.0|0|0.0|0
