|dates|Alexander_Illinois_UnitedStates.JHU_ConfirmedCases.data|Alexander_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Alexander_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Alexander_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Alexander_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Alexander_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|8.0|0|0.0|0|0.0|0
0|2020-05-25|8.0|0|0.0|0|0.0|0
0|2020-05-26|8.0|0|0.0|0|0.0|0
