|dates|St.Louis_Missouri_UnitedStates.JHU_ConfirmedCases.data|St.Louis_Missouri_UnitedStates.JHU_ConfirmedCases.missing|St.Louis_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|St.Louis_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|St.Louis_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|St.Louis_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|6716.0|0|505.0|0|0.0|0
0|2020-05-28|6716.0|0|505.0|0|0.0|0
0|2020-05-29|6716.0|0|505.0|0|0.0|0
0|2020-05-30|6716.0|0|505.0|0|0.0|0
