|dates|Cherokee_Alabama_UnitedStates.JHU_ConfirmedCases.data|Cherokee_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Cherokee_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Cherokee_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Cherokee_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Cherokee_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|33.0|0|2.0|0|0.0|0
0|2020-05-28|33.0|0|2.0|0|0.0|0
0|2020-05-29|33.0|0|2.0|0|0.0|0
0|2020-05-30|33.0|0|2.0|0|0.0|0
