|dates|Blount_Alabama_UnitedStates.JHU_ConfirmedCases.data|Blount_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Blount_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Blount_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Blount_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Blount_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|53.0|0|1.0|0|0.0|0
0|2020-05-28|53.0|0|1.0|0|0.0|0
0|2020-05-29|53.0|0|1.0|0|0.0|0
0|2020-05-30|53.0|0|1.0|0|0.0|0
