|dates|Adams_Indiana_UnitedStates.JHU_ConfirmedCases.data|Adams_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Adams_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Adams_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Adams_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Adams_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|9.0|0|1.0|0|0.0|0
0|2020-05-18|10.0|0|1.0|0|0.0|0
0|2020-05-19|10.0|0|1.0|0|0.0|0
0|2020-05-20|11.0|0|1.0|0|0.0|0
0|2020-05-21|11.0|0|1.0|0|0.0|0
0|2020-05-22|11.0|0|1.0|0|0.0|0
0|2020-05-23|11.0|0|1.0|0|0.0|0
