|dates|Pottawatomie_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Pottawatomie_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Pottawatomie_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Pottawatomie_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Pottawatomie_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Pottawatomie_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|58.0|0|4.0|0|0.0|0
0|2020-05-28|58.0|0|4.0|0|0.0|0
0|2020-05-29|58.0|0|4.0|0|0.0|0
0|2020-05-30|58.0|0|4.0|0|0.0|0
