|dates|Whiteside_Illinois_UnitedStates.JHU_ConfirmedCases.data|Whiteside_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Whiteside_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Whiteside_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Whiteside_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Whiteside_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|122.0|0|8.0|0|0.0|0
0|2020-05-18|123.0|0|8.0|0|0.0|0
0|2020-05-19|125.0|0|9.0|0|0.0|0
0|2020-05-20|128.0|0|10.0|0|0.0|0
0|2020-05-21|130.0|0|10.0|0|0.0|0
0|2020-05-22|131.0|0|10.0|0|0.0|0
0|2020-05-23|131.0|0|10.0|0|0.0|0
