|dates|Sacramento_California_UnitedStates.JHU_ConfirmedCases.data|Sacramento_California_UnitedStates.JHU_ConfirmedCases.missing|Sacramento_California_UnitedStates.JHU_ConfirmedDeaths.data|Sacramento_California_UnitedStates.JHU_ConfirmedDeaths.missing|Sacramento_California_UnitedStates.JHU_ConfirmedRecoveries.data|Sacramento_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1237.0|0|55.0|0|0.0|0
0|2020-05-18|1245.0|0|56.0|0|0.0|0
0|2020-05-19|1250.0|0|56.0|0|0.0|0
0|2020-05-20|1255.0|0|56.0|0|0.0|0
0|2020-05-21|1266.0|0|56.0|0|0.0|0
0|2020-05-22|1272.0|0|56.0|0|0.0|0
0|2020-05-23|1272.0|0|56.0|0|0.0|0
