|dates|FranklinCity_Virginia_UnitedStates.JHU_ConfirmedCases.data|FranklinCity_Virginia_UnitedStates.JHU_ConfirmedCases.missing|FranklinCity_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|FranklinCity_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|FranklinCity_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|FranklinCity_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|26.0|0|1.0|0|0.0|0
0|2020-05-15|27.0|0|1.0|0|0.0|0
0|2020-05-16|27.0|0|1.0|0|0.0|0
