|dates|Yavapai_Arizona_UnitedStates.JHU_ConfirmedCases.data|Yavapai_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Yavapai_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Yavapai_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Yavapai_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Yavapai_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|285.0|0|6.0|0|0.0|0
0|2020-05-25|288.0|0|6.0|0|0.0|0
0|2020-05-26|288.0|0|6.0|0|0.0|0
