|dates|Lucas_Ohio_UnitedStates.JHU_ConfirmedCases.data|Lucas_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Lucas_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Lucas_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Lucas_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Lucas_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2162.0|0|233.0|0|0.0|0
0|2020-05-28|2162.0|0|233.0|0|0.0|0
0|2020-05-29|2162.0|0|233.0|0|0.0|0
0|2020-05-30|2162.0|0|233.0|0|0.0|0
