|dates|Logan_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Logan_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Logan_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Logan_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Logan_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Logan_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|87.0|0|1.0|0|0.0|0
0|2020-05-18|92.0|0|1.0|0|0.0|0
0|2020-05-19|94.0|0|3.0|0|0.0|0
0|2020-05-20|101.0|0|3.0|0|0.0|0
0|2020-05-21|108.0|0|3.0|0|0.0|0
0|2020-05-22|113.0|0|3.0|0|0.0|0
0|2020-05-23|113.0|0|3.0|0|0.0|0
