|dates|Tama_Iowa_UnitedStates.JHU_ConfirmedCases.data|Tama_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Tama_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Tama_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Tama_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Tama_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|348.0|0|13.0|0|0.0|0
0|2020-05-15|350.0|0|15.0|0|0.0|0
0|2020-05-16|350.0|0|15.0|0|0.0|0
