|dates|Pinellas_Florida_UnitedStates.JHU_ConfirmedCases.data|Pinellas_Florida_UnitedStates.JHU_ConfirmedCases.missing|Pinellas_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Pinellas_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Pinellas_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Pinellas_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|962.0|0|65.0|0|0.0|0
0|2020-05-15|997.0|0|66.0|0|0.0|0
0|2020-05-16|997.0|0|66.0|0|0.0|0
