|dates|Okeechobee_Florida_UnitedStates.JHU_ConfirmedCases.data|Okeechobee_Florida_UnitedStates.JHU_ConfirmedCases.missing|Okeechobee_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Okeechobee_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Okeechobee_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Okeechobee_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|35.0|0|0.0|0|0.0|0
0|2020-05-18|43.0|0|0.0|0|0.0|0
0|2020-05-19|45.0|0|0.0|0|0.0|0
0|2020-05-20|49.0|0|0.0|0|0.0|0
0|2020-05-21|51.0|0|0.0|0|0.0|0
0|2020-05-22|55.0|0|0.0|0|0.0|0
0|2020-05-23|55.0|0|0.0|0|0.0|0
