|dates|Shawnee_Kansas_UnitedStates.JHU_ConfirmedCases.data|Shawnee_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Shawnee_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Shawnee_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Shawnee_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Shawnee_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|179.0|0|5.0|0|0.0|0
0|2020-05-15|184.0|0|5.0|0|0.0|0
0|2020-05-16|184.0|0|5.0|0|0.0|0
