|dates|CapeGirardeau_Missouri_UnitedStates.JHU_ConfirmedCases.data|CapeGirardeau_Missouri_UnitedStates.JHU_ConfirmedCases.missing|CapeGirardeau_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|CapeGirardeau_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|CapeGirardeau_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|CapeGirardeau_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|54.0|0|2.0|0|0.0|0
0|2020-05-18|54.0|0|2.0|0|0.0|0
0|2020-05-19|54.0|0|2.0|0|0.0|0
0|2020-05-20|55.0|0|2.0|0|0.0|0
0|2020-05-21|56.0|0|2.0|0|0.0|0
0|2020-05-22|57.0|0|2.0|0|0.0|0
0|2020-05-23|57.0|0|2.0|0|0.0|0
