|dates|Greene_NewYork_UnitedStates.JHU_ConfirmedCases.data|Greene_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Greene_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Greene_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|212.0|0|14.0|0|0.0|0
0|2020-05-18|213.0|0|14.0|0|0.0|0
0|2020-05-19|214.0|0|17.0|0|0.0|0
0|2020-05-20|215.0|0|17.0|0|0.0|0
0|2020-05-21|215.0|0|17.0|0|0.0|0
0|2020-05-22|215.0|0|17.0|0|0.0|0
0|2020-05-23|215.0|0|17.0|0|0.0|0
