|dates|Cherokee_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Cherokee_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Cherokee_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Cherokee_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Cherokee_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Cherokee_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|28.0|0|1.0|0|0.0|0
0|2020-05-25|28.0|0|1.0|0|0.0|0
0|2020-05-26|28.0|0|1.0|0|0.0|0
