|dates|Montcalm_Michigan_UnitedStates.JHU_ConfirmedCases.data|Montcalm_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Montcalm_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Montcalm_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Montcalm_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Montcalm_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|52.0|0|1.0|0|0.0|0
0|2020-05-15|52.0|0|1.0|0|0.0|0
0|2020-05-16|52.0|0|1.0|0|0.0|0
