|dates|Haywood_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Haywood_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Haywood_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Haywood_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Haywood_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Haywood_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|29.0|0|1.0|0|0.0|0
0|2020-05-18|29.0|0|1.0|0|0.0|0
0|2020-05-19|29.0|0|1.0|0|0.0|0
0|2020-05-20|29.0|0|1.0|0|0.0|0
0|2020-05-21|29.0|0|1.0|0|0.0|0
0|2020-05-22|29.0|0|1.0|0|0.0|0
0|2020-05-23|29.0|0|1.0|0|0.0|0
