|dates|Warren_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Warren_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Warren_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Warren_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Warren_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Warren_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|19.0|0|0.0|0|0.0|0
0|2020-05-25|21.0|0|0.0|0|0.0|0
0|2020-05-26|21.0|0|0.0|0|0.0|0
