|dates|Butte_California_UnitedStates.JHU_ConfirmedCases.data|Butte_California_UnitedStates.JHU_ConfirmedCases.missing|Butte_California_UnitedStates.JHU_ConfirmedDeaths.data|Butte_California_UnitedStates.JHU_ConfirmedDeaths.missing|Butte_California_UnitedStates.JHU_ConfirmedRecoveries.data|Butte_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|22.0|0|0.0|0|0.0|0
0|2020-05-18|24.0|0|0.0|0|0.0|0
0|2020-05-19|26.0|0|0.0|0|0.0|0
0|2020-05-20|30.0|0|0.0|0|0.0|0
0|2020-05-21|31.0|0|0.0|0|0.0|0
0|2020-05-22|34.0|0|0.0|0|0.0|0
0|2020-05-23|34.0|0|0.0|0|0.0|0
