|dates|Carroll_Maryland_UnitedStates.JHU_ConfirmedCases.data|Carroll_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Carroll_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Carroll_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Carroll_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Carroll_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|619.0|0|62.0|0|0.0|0
0|2020-05-15|635.0|0|64.0|0|0.0|0
0|2020-05-16|635.0|0|64.0|0|0.0|0
