|dates|Humboldt_Nevada_UnitedStates.JHU_ConfirmedCases.data|Humboldt_Nevada_UnitedStates.JHU_ConfirmedCases.missing|Humboldt_Nevada_UnitedStates.JHU_ConfirmedDeaths.data|Humboldt_Nevada_UnitedStates.JHU_ConfirmedDeaths.missing|Humboldt_Nevada_UnitedStates.JHU_ConfirmedRecoveries.data|Humboldt_Nevada_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|71.0|0|3.0|0|0.0|0
0|2020-05-18|74.0|0|3.0|0|0.0|0
0|2020-05-19|74.0|0|3.0|0|0.0|0
0|2020-05-20|76.0|0|4.0|0|0.0|0
0|2020-05-21|76.0|0|4.0|0|0.0|0
0|2020-05-22|78.0|0|4.0|0|0.0|0
0|2020-05-23|78.0|0|4.0|0|0.0|0
