|dates|Saluda_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Saluda_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Saluda_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Saluda_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Saluda_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Saluda_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|122.0|0|0.0|0|0.0|0
0|2020-05-18|123.0|0|0.0|0|0.0|0
0|2020-05-19|123.0|0|0.0|0|0.0|0
0|2020-05-20|127.0|0|0.0|0|0.0|0
0|2020-05-21|132.0|0|0.0|0|0.0|0
0|2020-05-22|132.0|0|0.0|0|0.0|0
0|2020-05-23|132.0|0|0.0|0|0.0|0
