|dates|Essex_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Essex_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Essex_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Essex_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Essex_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Essex_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|13457.0|0|859.0|0|0.0|0
0|2020-05-25|13575.0|0|863.0|0|0.0|0
0|2020-05-26|13575.0|0|863.0|0|0.0|0
