|dates|Baldwin_Alabama_UnitedStates.JHU_ConfirmedCases.data|Baldwin_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Baldwin_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Baldwin_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Baldwin_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Baldwin_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|274.0|0|9.0|0|0.0|0
0|2020-05-25|274.0|0|9.0|0|0.0|0
0|2020-05-26|274.0|0|9.0|0|0.0|0
