|dates|Broomfield_Colorado_UnitedStates.JHU_ConfirmedCases.data|Broomfield_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Broomfield_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Broomfield_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Broomfield_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Broomfield_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|226.0|0|26.0|0|0.0|0
0|2020-05-28|226.0|0|26.0|0|0.0|0
0|2020-05-29|226.0|0|26.0|0|0.0|0
0|2020-05-30|226.0|0|26.0|0|0.0|0
