|dates|ColonialHeights_Virginia_UnitedStates.JHU_ConfirmedCases.data|ColonialHeights_Virginia_UnitedStates.JHU_ConfirmedCases.missing|ColonialHeights_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|ColonialHeights_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|ColonialHeights_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|ColonialHeights_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|83.0|0|8.0|0|0.0|0
0|2020-05-25|83.0|0|8.0|0|0.0|0
0|2020-05-26|83.0|0|8.0|0|0.0|0
