|dates|Yakima_Washington_UnitedStates.JHU_ConfirmedCases.data|Yakima_Washington_UnitedStates.JHU_ConfirmedCases.missing|Yakima_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Yakima_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Yakima_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Yakima_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|2812.0|0|87.0|0|0.0|0
0|2020-05-25|2958.0|0|91.0|0|0.0|0
0|2020-05-26|2958.0|0|91.0|0|0.0|0
