|dates|Washington_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Washington_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Washington_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|363.0|0|18.0|0|0.0|0
0|2020-05-18|378.0|0|19.0|0|0.0|0
0|2020-05-19|398.0|0|19.0|0|0.0|0
0|2020-05-20|414.0|0|21.0|0|0.0|0
0|2020-05-21|431.0|0|23.0|0|0.0|0
0|2020-05-22|453.0|0|25.0|0|0.0|0
0|2020-05-23|453.0|0|25.0|0|0.0|0
