|dates|Gonzales_Texas_UnitedStates.JHU_ConfirmedCases.data|Gonzales_Texas_UnitedStates.JHU_ConfirmedCases.missing|Gonzales_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Gonzales_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Gonzales_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Gonzales_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|79.0|0|2.0|0|0.0|0
0|2020-05-18|85.0|0|2.0|0|0.0|0
0|2020-05-19|86.0|0|2.0|0|0.0|0
0|2020-05-20|88.0|0|2.0|0|0.0|0
0|2020-05-21|90.0|0|2.0|0|0.0|0
0|2020-05-22|90.0|0|2.0|0|0.0|0
0|2020-05-23|90.0|0|2.0|0|0.0|0
