|dates|Guthrie_Iowa_UnitedStates.JHU_ConfirmedCases.data|Guthrie_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Guthrie_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Guthrie_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Guthrie_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Guthrie_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|44.0|0|3.0|0|0.0|0
0|2020-05-28|44.0|0|3.0|0|0.0|0
0|2020-05-29|44.0|0|3.0|0|0.0|0
0|2020-05-30|44.0|0|3.0|0|0.0|0
