|dates|NewLondon_Connecticut_UnitedStates.JHU_ConfirmedCases.data|NewLondon_Connecticut_UnitedStates.JHU_ConfirmedCases.missing|NewLondon_Connecticut_UnitedStates.JHU_ConfirmedDeaths.data|NewLondon_Connecticut_UnitedStates.JHU_ConfirmedDeaths.missing|NewLondon_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.data|NewLondon_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|873.0|0|66.0|0|0.0|0
0|2020-05-18|876.0|0|66.0|0|0.0|0
0|2020-05-19|880.0|0|66.0|0|0.0|0
0|2020-05-20|896.0|0|68.0|0|0.0|0
0|2020-05-21|903.0|0|73.0|0|0.0|0
0|2020-05-22|910.0|0|72.0|0|0.0|0
0|2020-05-23|910.0|0|72.0|0|0.0|0
