|dates|Adair_Missouri_UnitedStates.JHU_ConfirmedCases.data|Adair_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Adair_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Adair_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Adair_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Adair_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|26.0|0|0.0|0|0.0|0
0|2020-05-18|29.0|0|0.0|0|0.0|0
0|2020-05-19|29.0|0|0.0|0|0.0|0
0|2020-05-20|34.0|0|0.0|0|0.0|0
0|2020-05-21|34.0|0|0.0|0|0.0|0
0|2020-05-22|38.0|0|0.0|0|0.0|0
0|2020-05-23|38.0|0|0.0|0|0.0|0
