|dates|Merrimack_NewHampshire_UnitedStates.JHU_ConfirmedCases.data|Merrimack_NewHampshire_UnitedStates.JHU_ConfirmedCases.missing|Merrimack_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.data|Merrimack_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.missing|Merrimack_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.data|Merrimack_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|278.0|0|10.0|0|0.0|0
0|2020-05-18|282.0|0|10.0|0|0.0|0
0|2020-05-19|283.0|0|10.0|0|0.0|0
0|2020-05-20|290.0|0|10.0|0|0.0|0
0|2020-05-21|299.0|0|13.0|0|0.0|0
0|2020-05-22|307.0|0|13.0|0|0.0|0
0|2020-05-23|307.0|0|13.0|0|0.0|0
