|dates|Henry_Alabama_UnitedStates.JHU_ConfirmedCases.data|Henry_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Henry_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Henry_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Henry_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Henry_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|39.0|0|1.0|0|0.0|0
0|2020-05-18|40.0|0|1.0|0|0.0|0
0|2020-05-19|44.0|0|1.0|0|0.0|0
0|2020-05-20|48.0|0|1.0|0|0.0|0
0|2020-05-21|48.0|0|1.0|0|0.0|0
0|2020-05-22|50.0|0|1.0|0|0.0|0
0|2020-05-23|50.0|0|1.0|0|0.0|0
