|dates|Warren_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Warren_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Warren_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Warren_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Warren_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Warren_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|150.0|0|6.0|0|0.0|0
0|2020-05-25|154.0|0|7.0|0|0.0|0
0|2020-05-26|154.0|0|7.0|0|0.0|0
