|dates|FairfaxCity_Virginia_UnitedStates.JHU_ConfirmedCases.data|FairfaxCity_Virginia_UnitedStates.JHU_ConfirmedCases.missing|FairfaxCity_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|FairfaxCity_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|FairfaxCity_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|FairfaxCity_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|47.0|0|3.0|0|0.0|0
0|2020-05-18|47.0|0|3.0|0|0.0|0
0|2020-05-19|47.0|0|3.0|0|0.0|0
0|2020-05-20|47.0|0|3.0|0|0.0|0
0|2020-05-21|51.0|0|3.0|0|0.0|0
0|2020-05-22|51.0|0|4.0|0|0.0|0
0|2020-05-23|51.0|0|4.0|0|0.0|0
