|dates|Overton_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Overton_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Overton_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Overton_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Overton_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Overton_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|25.0|0|0.0|0|0.0|0
0|2020-05-28|25.0|0|0.0|0|0.0|0
0|2020-05-29|25.0|0|0.0|0|0.0|0
0|2020-05-30|25.0|0|0.0|0|0.0|0
