|dates|Nottoway_Virginia_UnitedStates.JHU_ConfirmedCases.data|Nottoway_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Nottoway_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Nottoway_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Nottoway_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Nottoway_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|14.0|0|0.0|0|0.0|0
0|2020-05-15|16.0|0|0.0|0|0.0|0
0|2020-05-16|16.0|0|0.0|0|0.0|0
