|dates|Walsh_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Walsh_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Walsh_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Walsh_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Walsh_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Walsh_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|13.0|0|0.0|0|0.0|0
0|2020-05-28|13.0|0|0.0|0|0.0|0
0|2020-05-29|13.0|0|0.0|0|0.0|0
0|2020-05-30|13.0|0|0.0|0|0.0|0
