|dates|Appling_Georgia_UnitedStates.JHU_ConfirmedCases.data|Appling_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Appling_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Appling_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Appling_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Appling_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|132.0|0|13.0|0|0.0|0
0|2020-05-25|134.0|0|13.0|0|0.0|0
0|2020-05-26|134.0|0|13.0|0|0.0|0
